"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"6L3","6D6","aggression","M","M","2018-10-04","JN","scan","agonsim.winner","AM"
"2J7","4D8","submit","F","F","2018-10-04","JN","scan","agonsim.winner","AM"
"JM","6D9","aggression","F","F","2018-10-04","JN","scan","agonsim.loser","AM"
"2J7","76J","aggression","F","M","2018-10-04","JN","scan","agonsim.loser","AM"
"6L4","5I5","aggression","M","M","2018-10-05","JN","scan","agonsim.winner","AM"
"1M8","8H2","aggression","M","M","2018-10-05","JN","scan","agonsim.winner","AM"
"2C3","JM","aggression","F","M","2018-10-05","JN","scan","agonsim.winner","AM"
"5H4","3F7","aggression","F","M","2018-10-05","JN","scan","agonsim.winner","AM"
"1M8","2M4","aggression","M","M","2018-10-05","JN","scan","agonsim.winner","AM"
"2C4","2M4","aggression","F","M","2018-10-05","JN","scan","agonsim.winner","AM"
"46Z","86Z","submit","M","M","2018-10-05","JN","scan","agonsim.winner","AM"
"2C3","1L1","aggression","F","M","2018-10-05","JN","scan","agonsim.loser","AM"
"3M3","0K8","aggression","F","M","2018-10-05","JN","scan","agonsim.loser","AM"
"4L7","8C9","aggression","M","M","2018-10-05","JN","scan","agonsim.loser","AM"
"97Z","27N","FG",NA,NA,"2017-11-30","JN","adlib",NA,NA
"73Z","27J","D",NA,NA,"2017-12-21","JN","adlib",NA,NA
"8C9","46Z","FG",NA,NA,"2018-01-11","JN","adlib",NA,NA
"46Z","27N","TS",NA,NA,"2018-01-12","JN","adlib",NA,NA
"5J3","99L","NC",NA,NA,"2018-01-12","JN","adlib",NA,NA
"5K0","6L3","FG",NA,NA,"2018-01-17","JN","adlib",NA,NA
"6L4","27J","TS",NA,NA,"2018-01-18","JN","adlib",NA,NA
"27J","27N","A",NA,NA,"2018-01-25","JN","adlib",NA,NA
"99L","56K","TS",NA,NA,"2018-01-26","JN","adlib",NA,NA
"73Z","27J","FG",NA,NA,"2018-02-15","JN","adlib",NA,NA
"6L4","6L3","A",NA,NA,"2018-02-22","JN","adlib",NA,NA
"73Z","99L","CA",NA,NA,"2018-02-22","JN","adlib",NA,NA
"31S","0L5","FG",NA,NA,"2018-02-27","JN","adlib",NA,NA
"8H2","5K0","CA",NA,NA,"2018-03-06","JN","adlib",NA,NA
"98Z","16R","D",NA,NA,"2018-03-08","JN","adlib",NA,NA
"8H2","5K0","NC",NA,NA,"2018-03-20","JN","adlib",NA,NA
"98Z","27J","CA",NA,NA,"2018-03-22","JN","adlib",NA,NA
"5K0","6L4","NC",NA,NA,"2018-03-29","JN","adlib",NA,NA
"16R","27N","NC",NA,NA,"2018-04-03","JN","adlib",NA,NA
"46Z","16R","D",NA,NA,"2018-04-03","JN","adlib",NA,NA
"8B3","1J8","FG",NA,NA,"2018-04-03","JN","adlib",NA,NA
"6L3","3M3","FG",NA,NA,"2018-04-04","JN","adlib",NA,NA
"3.00E+04","27N","FG",NA,NA,"2018-04-04","JN","adlib",NA,NA
"42T","3M3","A",NA,NA,"2018-04-16","JN","adlib",NA,NA
"6L3","3M3","NC",NA,NA,"2018-04-25","JN","adlib",NA,NA
"7D7","42T","FG",NA,NA,"2018-04-27","JN","adlib",NA,NA
"8B3","56K","NC",NA,NA,"2018-04-30","JN","adlib",NA,NA
"8H2","27","D",NA,NA,"2018-05-02","JN","adlib",NA,NA
"2K0","6L4","NC",NA,NA,"2018-05-02","JN","adlib",NA,NA
"1J8","7D7","NC",NA,NA,"2018-05-07","JN","adlib",NA,NA
"31S","8H2","D",NA,NA,"2018-05-09","JN","adlib",NA,NA
"5J3","46Z","TS",NA,NA,"2018-05-09","JN","adlib",NA,NA
"6L4","46Z","D",NA,NA,"2018-05-09","JN","adlib",NA,NA
"31S","8H2","A",NA,NA,"2018-05-10","JN","adlib",NA,NA
"8C9","98Z","TS",NA,NA,"2018-05-11","JN","adlib",NA,NA
"5J3","6L3","FG",NA,NA,"2018-05-11","JN","adlib",NA,NA
"31S","6L4","D",NA,NA,"2018-05-14","JN","adlib",NA,NA
"1J8","8H2","TS",NA,NA,"2018-05-15","JN","adlib",NA,NA
"6L4","6L3","CA",NA,NA,"2018-05-15","JN","adlib",NA,NA
"31S","42T","FG",NA,NA,"2018-05-21","JN","adlib",NA,NA
"27N","56K","A",NA,NA,"2018-05-21","JN","adlib",NA,NA
"8H2","6L3","CA",NA,NA,"2018-06-13","JN","adlib",NA,NA
"8H2","5K0","A",NA,NA,"2018-06-13","JN","adlib",NA,NA
"8H2","5K0","A",NA,NA,"2018-06-28","JN","adlib",NA,NA
"5L3","5K0","A",NA,NA,"2018-06-28","JN","adlib",NA,NA
"5L3","98Z","NC",NA,NA,"2018-06-29","JN","adlib",NA,NA
"8H2","8C9","D",NA,NA,"2018-06-29","JN","adlib",NA,NA
"4L7","6L4","A",NA,NA,"2018-07-02","JN","adlib",NA,NA
"7D7","2M4","FG",NA,NA,"2018-07-11","JN","adlib",NA,NA
"3M3","27N","D",NA,NA,"2018-07-11","JN","adlib",NA,NA
"8H2","27N","A",NA,NA,"2018-07-19","JN","adlib",NA,NA
"5L3","8H2","A",NA,NA,"2018-07-25","JN","adlib",NA,NA
"2M4","0L5","NC",NA,NA,"2018-08-03","JN","adlib",NA,NA
"5K0","73Z","NC",NA,NA,"2018-08-09","JN","adlib",NA,NA
"1J8","8C9","A",NA,NA,"2018-08-10","JN","adlib",NA,NA
"3M3","73Z","CA",NA,NA,"2018-08-13","JN","adlib",NA,NA
"2M4","6L3","FG",NA,NA,"2018-08-14","JN","adlib",NA,NA
"5L3","73Z","D",NA,NA,"2018-08-20","JN","adlib",NA,NA
"31S","7D7","TS",NA,NA,"2018-08-24","JN","adlib",NA,NA
"8B3","31S","D",NA,NA,"2018-08-28","JN","adlib",NA,NA
"8C9","0L5","D",NA,NA,"2018-08-31","JN","adlib",NA,NA
"8C9","27N","CA",NA,NA,"2018-08-31","JN","adlib",NA,NA
"8H2","6L3","TS",NA,NA,"2018-08-31","JN","adlib",NA,NA
"6L3","46Z","NC",NA,NA,"2018-08-31","JN","adlib",NA,NA
"1J8","27N","D",NA,NA,"2018-09-05","JN","adlib",NA,NA
"31S","3.00E+04","D",NA,NA,"2018-09-10","JN","adlib",NA,NA
"3.00E+04","6L3","A",NA,NA,"2018-09-12","JN","adlib",NA,NA
"8H2","5K0","NC",NA,NA,"2018-09-18","JN","adlib",NA,NA
"1J8","8C9","NC",NA,NA,"2018-09-26","JN","adlib",NA,NA
"46Z","56K","NC",NA,NA,"2018-09-27","JN","adlib",NA,NA
"5L3","8H2","A",NA,NA,"2018-09-27","JN","adlib",NA,NA
"2K0","7D7","TS",NA,NA,"2018-09-28","JN","adlib",NA,NA
"7D7","6L3","TS",NA,NA,"2018-10-05","JN","adlib",NA,NA
"3M3","27N","TS",NA,NA,"2018-10-05","JN","adlib",NA,NA
"1C7","6D9","CA",NA,NA,"2018-01-12","JN","adlib",NA,NA
"6C2","8L3","CA",NA,NA,"2018-01-16","JN","adlib",NA,NA
"4D8","24V","CA",NA,NA,"2018-01-17","JN","adlib",NA,NA
"27J","27N","A",NA,NA,"2018-01-25","JN","adlib",NA,NA
"93O","6L1","CA",NA,NA,"2018-01-26","JN","adlib",NA,NA
"4F1","24V","A",NA,NA,"2018-01-30","JN","adlib",NA,NA
"24V","8L3","D",NA,NA,"2018-02-20","JN","adlib",NA,NA
"9H9","4M9","CA",NA,NA,"2018-02-28","JN","adlib",NA,NA
"1C5","4F1","CA",NA,NA,"2018-03-28","JN","adlib",NA,NA
"86Z","8L3","CA",NA,NA,"2018-03-28","JN","adlib",NA,NA
"37V","8L3","CA",NA,NA,"2018-04-03","JN","adlib",NA,NA
"3F7","60R","CA",NA,NA,"2018-04-03","JN","adlib",NA,NA
"1C5","8L3","CA",NA,NA,"2018-04-04","JN","adlib",NA,NA
"4M9","6L1","TS",NA,NA,"2018-04-04","JN","adlib",NA,NA
"9L9","6D9","NC",NA,NA,"2018-04-05","JN","adlib",NA,NA
"7J7","8L3","CA",NA,NA,"2018-04-09","JN","adlib",NA,NA
"3F5","5H4","NC",NA,NA,"2018-04-16","JN","adlib",NA,NA
"83Z","24V","FG",NA,NA,"2018-04-16","JN","adlib",NA,NA
"6D4","2J7","CA",NA,NA,"2018-04-18","JN","adlib",NA,NA
"9H9","9N6","D",NA,NA,"2018-04-18","JN","adlib",NA,NA
"1L1","9N6","D",NA,NA,"2018-04-18","JN","adlib",NA,NA
"2J7","24V","NC",NA,NA,"2018-04-18","JN","adlib",NA,NA
"49V","6M7","NC",NA,NA,"2018-04-24","JN","adlib",NA,NA
"9I8","2C3","D",NA,NA,"2018-04-25","JN","adlib",NA,NA
"9I8","6M7","D",NA,NA,"2018-04-25","JN","adlib",NA,NA
"6M7","2C3","D",NA,NA,"2018-04-25","JN","adlib",NA,NA
"8L3","5H4","FG",NA,NA,"2018-04-30","JN","adlib",NA,NA
"3F7","1.00E+02","TS",NA,NA,"2018-04-30","JN","adlib",NA,NA
"86Z","2J7","A",NA,NA,"2018-04-30","JN","adlib",NA,NA
"0J5","6K6","D",NA,NA,"2018-04-30","JN","adlib",NA,NA
"0J5","2F2","FG",NA,NA,"2018-04-30","JN","adlib",NA,NA
"51V","9N6","D",NA,NA,"2018-04-30","JN","adlib",NA,NA
"1C7","37V","NC",NA,NA,"2018-05-02","JN","adlib",NA,NA
"2F2","5H4","A",NA,NA,"2018-05-03","JN","adlib",NA,NA
"51V","8I9","NC",NA,NA,"2018-05-09","JN","adlib",NA,NA
"7J7","0M6","D",NA,NA,"2018-05-09","JN","adlib",NA,NA
"6M7","0M6","CA",NA,NA,"2018-05-09","JN","adlib",NA,NA
"6D4","7J7","A",NA,NA,"2018-05-10","JN","adlib",NA,NA
"7J7","0K8","D",NA,NA,"2018-05-10","JN","adlib",NA,NA
"7F0","6K6","NC",NA,NA,"2018-05-10","JN","adlib",NA,NA
"6D6","0K8","D",NA,NA,"2018-05-11","JN","adlib",NA,NA
"37V","2C3","NC",NA,NA,"2018-05-11","JN","adlib",NA,NA
"1C5","0J5","CA",NA,NA,"2018-05-15","JN","adlib",NA,NA
"9H9","4D8","NC",NA,NA,"2018-05-17","JN","adlib",NA,NA
"9L9","24V","CA",NA,NA,"2018-06-13","JN","adlib",NA,NA
"6D4","6C2","A",NA,NA,"2018-06-27","JN","adlib",NA,NA
"3F7","1.00E+02","TS",NA,NA,"2018-06-28","JN","adlib",NA,NA
"86Z","1.00E+02","CA",NA,NA,"2018-06-28","JN","adlib",NA,NA
"86Z","24V","CA",NA,NA,"2018-06-29","JN","adlib",NA,NA
"1C7","86Z","CA",NA,NA,"2018-07-05","JN","adlib",NA,NA
"1L1","2J7","FG",NA,NA,"2018-07-05","JN","adlib",NA,NA
"8I9","1.00E+02","NC",NA,NA,"2018-07-11","JN","adlib",NA,NA
"83Z","1.00E+02","A",NA,NA,"2018-07-11","JN","adlib",NA,NA
"9L9","1.00E+02","NC",NA,NA,"2018-07-11","JN","adlib",NA,NA
"24V","5H4","CA",NA,NA,"2018-07-11","JN","adlib",NA,NA
"49V","5M5","NC",NA,NA,"2018-07-11","JN","adlib",NA,NA
"5M5","7I8","TS",NA,NA,"2018-07-11","JN","adlib",NA,NA
"2F2","83Z","CA",NA,NA,"2018-07-11","JN","adlib",NA,NA
"6D4","86Z","NC",NA,NA,"2018-07-11","JN","adlib",NA,NA
"6L1","7J7","NC",NA,NA,"2018-07-12","JN","adlib",NA,NA
"9L9","5H4","A",NA,NA,"2018-07-17","JN","adlib",NA,NA
"0M6","5H4","CA",NA,NA,"2018-07-19","JN","adlib",NA,NA
"5M5","4M9","D",NA,NA,"2018-07-19","JN","adlib",NA,NA
"7I8","83Z","CA",NA,NA,"2018-07-19","JN","adlib",NA,NA
"3F7","8L3","NC",NA,NA,"2018-07-25","JN","adlib",NA,NA
"4F1","24V","TS",NA,NA,"2018-07-25","JN","adlib",NA,NA
"0J5","83Z","D",NA,NA,"2018-07-27","JN","adlib",NA,NA
"6K6","2J7","NC",NA,NA,"2018-07-27","JN","adlib",NA,NA
"1C7","6C2","D",NA,NA,"2018-07-27","JN","adlib",NA,NA
"6C2","4D8","D",NA,NA,"2018-07-27","JN","adlib",NA,NA
"2C4","2C3","D",NA,NA,"2018-08-01","JN","adlib",NA,NA
"1L1","24V","TS",NA,NA,"2018-08-03","JN","adlib",NA,NA
"2C4","3F7","D",NA,NA,"2018-08-03","JN","adlib",NA,NA
"44V","6M7","CA",NA,NA,"2018-08-03","JN","adlib",NA,NA
"37V","6D9","CA",NA,NA,"2018-08-03","JN","adlib",NA,NA
"6D6","2C3","TS",NA,NA,"2018-08-06","JN","adlib",NA,NA
"3F5","4D8","NC",NA,NA,"2018-08-06","JN","adlib",NA,NA
"83Z","86Z","CA",NA,NA,"2018-08-06","JN","adlib",NA,NA
"86Z","0M6","NC",NA,NA,"2018-08-06","JN","adlib",NA,NA
"2J7","24V","TS",NA,NA,"2018-08-07","JN","adlib",NA,NA
"2C4","0K8","D",NA,NA,"2018-08-09","JN","adlib",NA,NA
"0K8","1.00E+02","NC",NA,NA,"2018-08-09","JN","adlib",NA,NA
"3F7","5H4","CA",NA,NA,"2018-08-10","JN","adlib",NA,NA
"9I8","2J7","TS",NA,NA,"2018-08-13","JN","adlib",NA,NA
"9I8","24V","NC",NA,NA,"2018-08-13","JN","adlib",NA,NA
"1C5","8I9","NC",NA,NA,"2018-08-13","JN","adlib",NA,NA
"51V","93O","CA",NA,NA,"2018-08-23","JN","adlib",NA,NA
"8L3","5H4","CA",NA,NA,"2018-08-23","JN","adlib",NA,NA
"51V","1.00E+02","TS",NA,NA,"2018-08-24","JN","adlib",NA,NA
"2F2","86Z","CA",NA,NA,"2018-08-27","JN","adlib",NA,NA
"8I9","5H4","D",NA,NA,"2018-09-05","JN","adlib",NA,NA
"9I8","1.00E+02","NC",NA,NA,"2018-09-06","JN","adlib",NA,NA
"1L1","60R","TS",NA,NA,"2018-09-06","JN","adlib",NA,NA
"93O","6K6","TS",NA,NA,"2018-09-06","JN","adlib",NA,NA
"4D8","24V","FG",NA,NA,"2018-09-07","JN","adlib",NA,NA
"9I8","1.00E+02","CA",NA,NA,"2018-09-11","JN","adlib",NA,NA
"2F2","6D9","NC",NA,NA,"2018-09-17","JN","adlib",NA,NA
"1L1","6L1","NC",NA,NA,"2018-09-19","JN","adlib",NA,NA
"7F0","2J7","NC",NA,NA,"2018-09-26","JN","adlib",NA,NA
"7J7","5H4","NC",NA,NA,"2018-09-27","JN","adlib",NA,NA
"0J5","7F0","NC",NA,NA,"2018-10-01","JN","adlib",NA,NA
"8I9","2C3","NC",NA,NA,"2018-10-01","JN","adlib",NA,NA
